file,actual_label,predicted_label,prediction_confidence,topk_predictions
car_0250.npy,car,car,86.31619811058044,car: 86.32% | table: 4.10% | tv_stand: 2.79% | piano: 1.84% | bed: 1.45%
car_0277.npy,car,car,97.08948135375977,car: 97.09% | tent: 0.94% | sofa: 0.46% | table: 0.43% | bed: 0.21%
car_0203.npy,car,car,96.67134881019592,car: 96.67% | range_hood: 1.04% | bookshelf: 0.63% | tv_stand: 0.40% | tent: 0.37%
car_0234.npy,car,car,97.96211123466492,car: 97.96% | tv_stand: 0.58% | sofa: 0.29% | tent: 0.25% | stairs: 0.20%
car_0289.npy,car,car,99.62771534919739,car: 99.63% | tent: 0.19% | bathtub: 0.04% | bed: 0.03% | table: 0.02%
car_0245.npy,car,car,87.55510449409485,car: 87.56% | range_hood: 6.43% | bench: 2.54% | stairs: 1.56% | tv_stand: 0.39%
car_0273.npy,car,car,97.82565832138062,car: 97.83% | tent: 0.59% | bathtub: 0.47% | sofa: 0.27% | toilet: 0.17%
car_0283.npy,car,tent,53.50043773651123,tent: 53.50% | car: 22.97% | bathtub: 7.93% | vase: 3.62% | table: 2.18%
car_0279.npy,car,car,97.69689440727234,car: 97.70% | tent: 0.44% | sofa: 0.35% | bed: 0.32% | bathtub: 0.31%
car_0248.npy,car,car,94.23028230667114,car: 94.23% | bench: 2.43% | tv_stand: 0.57% | stairs: 0.45% | airplane: 0.38%
car_0206.npy,car,car,94.26747560501099,car: 94.27% | sofa: 1.98% | tv_stand: 1.15% | tent: 0.50% | table: 0.49%
car_0269.npy,car,car,99.39693212509155,car: 99.40% | tent: 0.29% | bathtub: 0.09% | table: 0.05% | sofa: 0.03%
car_0243.npy,car,range_hood,38.0392462015152,range_hood: 38.04% | tent: 37.85% | car: 14.62% | flower_pot: 2.07% | piano: 1.73%
car_0202.npy,car,car,96.81728482246399,car: 96.82% | tent: 1.05% | bed: 0.75% | table: 0.44% | bench: 0.36%
car_0221.npy,car,car,98.2750952243805,car: 98.28% | tent: 0.36% | bathtub: 0.26% | toilet: 0.21% | table: 0.21%
car_0209.npy,car,car,89.21512961387634,car: 89.22% | tv_stand: 4.67% | range_hood: 1.03% | sofa: 0.54% | stairs: 0.50%
car_0284.npy,car,car,96.12338542938232,car: 96.12% | bench: 1.63% | stairs: 0.77% | tent: 0.24% | range_hood: 0.24%
car_0230.npy,car,car,73.52485656738281,car: 73.52% | tent: 17.67% | glass_box: 2.69% | range_hood: 2.06% | bench: 1.05%
car_0241.npy,car,car,98.34260940551758,car: 98.34% | tv_stand: 0.58% | bench: 0.30% | stairs: 0.14% | airplane: 0.10%
car_0293.npy,car,car,94.18743252754211,car: 94.19% | bench: 2.76% | tv_stand: 0.96% | tent: 0.49% | stairs: 0.49%
car_0288.npy,car,car,86.54299974441528,car: 86.54% | tv_stand: 4.87% | stairs: 3.73% | keyboard: 0.58% | sofa: 0.56%
car_0218.npy,car,car,98.87807369232178,car: 98.88% | bathtub: 0.66% | tent: 0.20% | stairs: 0.08% | glass_box: 0.03%
car_0210.npy,car,car,98.75524044036865,car: 98.76% | tent: 0.33% | tv_stand: 0.28% | stairs: 0.08% | bench: 0.08%
car_0260.npy,car,car,94.55313086509705,car: 94.55% | bathtub: 0.87% | table: 0.73% | tent: 0.70% | radio: 0.46%
car_0280.npy,car,car,88.71071934700012,car: 88.71% | bench: 3.86% | tv_stand: 2.77% | stairs: 1.45% | tent: 0.75%
car_0240.npy,car,car,98.25974106788635,car: 98.26% | stairs: 0.62% | tv_stand: 0.51% | bench: 0.21% | sofa: 0.07%
car_0290.npy,car,car,94.96759176254272,car: 94.97% | range_hood: 0.93% | tv_stand: 0.93% | tent: 0.84% | bookshelf: 0.45%
car_0215.npy,car,car,95.48811316490173,car: 95.49% | bed: 1.63% | tent: 1.31% | table: 0.45% | bathtub: 0.30%
car_0278.npy,car,car,97.70789742469788,car: 97.71% | sofa: 1.06% | tent: 0.32% | bathtub: 0.28% | table: 0.16%
car_0295.npy,car,car,96.03498578071594,car: 96.03% | stairs: 2.02% | sofa: 0.59% | tent: 0.31% | bookshelf: 0.22%
car_0200.npy,car,car,96.12515568733215,car: 96.13% | sofa: 1.46% | desk: 0.66% | table: 0.52% | bed: 0.36%
car_0259.npy,car,car,95.74798941612244,car: 95.75% | stairs: 1.72% | bench: 1.15% | mantel: 0.31% | tent: 0.30%
car_0266.npy,car,car,98.20245504379272,car: 98.20% | tent: 0.36% | bathtub: 0.33% | stairs: 0.27% | desk: 0.24%
car_0264.npy,car,car,77.20796465873718,car: 77.21% | bench: 9.94% | tv_stand: 8.42% | stairs: 0.72% | range_hood: 0.61%
car_0217.npy,car,car,99.60952401161194,car: 99.61% | tent: 0.14% | sofa: 0.09% | bathtub: 0.08% | bed: 0.02%
car_0253.npy,car,car,90.53880572319031,car: 90.54% | range_hood: 4.96% | tent: 1.18% | tv_stand: 0.72% | sink: 0.55%
car_0282.npy,car,car,85.21104454994202,car: 85.21% | tent: 5.94% | range_hood: 1.29% | vase: 1.10% | keyboard: 1.06%
car_0254.npy,car,car,97.26343154907227,car: 97.26% | stairs: 0.79% | tv_stand: 0.32% | tent: 0.30% | toilet: 0.17%
car_0225.npy,car,car,93.53699088096619,car: 93.54% | tent: 2.41% | stairs: 0.66% | tv_stand: 0.61% | range_hood: 0.48%
car_0214.npy,car,car,99.15139079093933,car: 99.15% | tent: 0.28% | bathtub: 0.12% | sofa: 0.12% | stairs: 0.06%
car_0239.npy,car,car,99.65574741363525,car: 99.66% | tent: 0.12% | bathtub: 0.05% | bed: 0.05% | stairs: 0.03%
car_0233.npy,car,car,99.44979548454285,car: 99.45% | tv_stand: 0.15% | tent: 0.11% | sofa: 0.05% | stairs: 0.04%
car_0281.npy,car,car,97.7721631526947,car: 97.77% | stairs: 0.97% | sofa: 0.29% | tv_stand: 0.26% | bench: 0.19%
car_0246.npy,car,car,90.83686470985413,car: 90.84% | sofa: 1.49% | glass_box: 1.35% | tent: 1.35% | desk: 0.73%
car_0238.npy,car,car,98.79642724990845,car: 98.80% | tent: 0.25% | bathtub: 0.18% | stairs: 0.15% | table: 0.14%
car_0257.npy,car,car,88.81533741950989,car: 88.82% | tent: 6.38% | range_hood: 1.16% | sofa: 0.80% | bookshelf: 0.65%
car_0271.npy,car,car,98.99572730064392,car: 99.00% | tent: 0.25% | stairs: 0.23% | bathtub: 0.15% | toilet: 0.13%
car_0261.npy,car,car,98.12656044960022,car: 98.13% | tv_stand: 0.41% | stairs: 0.34% | tent: 0.31% | range_hood: 0.20%
car_0216.npy,car,car,98.87140393257141,car: 98.87% | tent: 0.40% | sofa: 0.15% | bathtub: 0.13% | stairs: 0.08%
car_0270.npy,car,tent,33.0263614654541,tent: 33.03% | sink: 19.79% | radio: 16.28% | range_hood: 14.27% | car: 4.98%
car_0274.npy,car,car,85.88764667510986,car: 85.89% | tent: 9.65% | bathtub: 1.21% | sofa: 0.85% | chair: 0.43%
car_0235.npy,car,car,99.65323209762573,car: 99.65% | tent: 0.15% | stairs: 0.04% | bathtub: 0.03% | bed: 0.03%
car_0232.npy,car,car,82.73685574531555,car: 82.74% | tent: 15.16% | bowl: 0.97% | airplane: 0.33% | glass_box: 0.21%
car_0207.npy,car,car,97.25499749183655,car: 97.25% | tent: 0.95% | bench: 0.50% | stairs: 0.31% | tv_stand: 0.24%
car_0263.npy,car,car,79.77765798568726,car: 79.78% | sofa: 4.96% | tv_stand: 4.84% | bench: 4.06% | table: 0.97%
car_0236.npy,car,bench,45.44762372970581,bench: 45.45% | table: 6.75% | tv_stand: 6.74% | car: 5.83% | tent: 4.89%
car_0286.npy,car,range_hood,49.21468198299408,range_hood: 49.21% | car: 24.42% | tent: 7.60% | sink: 4.20% | vase: 3.22%
car_0262.npy,car,car,94.83283162117004,car: 94.83% | bench: 1.31% | tent: 1.27% | stairs: 0.73% | tv_stand: 0.47%
car_0244.npy,car,car,37.14606761932373,car: 37.15% | keyboard: 16.71% | guitar: 12.51% | tv_stand: 4.71% | airplane: 3.82%
car_0224.npy,car,car,98.89265298843384,car: 98.89% | tv_stand: 0.27% | table: 0.20% | tent: 0.14% | bed: 0.10%
car_0255.npy,car,car,96.16726636886597,car: 96.17% | tent: 0.79% | stairs: 0.55% | bed: 0.46% | tv_stand: 0.42%
car_0222.npy,car,car,78.89074683189392,car: 78.89% | tent: 4.69% | bookshelf: 3.83% | tv_stand: 2.21% | stairs: 2.09%
car_0198.npy,car,car,87.78828978538513,car: 87.79% | bench: 2.73% | tv_stand: 2.68% | range_hood: 2.41% | tent: 1.29%
car_0249.npy,car,car,98.4596312046051,car: 98.46% | tent: 0.83% | bathtub: 0.12% | stairs: 0.11% | bed: 0.08%
car_0285.npy,car,car,97.91244864463806,car: 97.91% | tv_stand: 0.85% | bench: 0.30% | stairs: 0.25% | tent: 0.15%
car_0251.npy,car,car,93.6214804649353,car: 93.62% | range_hood: 2.25% | tent: 2.01% | sofa: 0.33% | tv_stand: 0.24%
car_0219.npy,car,car,90.16083478927612,car: 90.16% | tent: 2.43% | sofa: 2.01% | tv_stand: 1.05% | stairs: 0.91%
car_0220.npy,car,car,98.968106508255,car: 98.97% | stairs: 0.23% | tv_stand: 0.21% | bench: 0.14% | tent: 0.13%
car_0252.npy,car,car,83.79800915718079,car: 83.80% | bed: 2.87% | tent: 2.18% | table: 2.02% | stairs: 1.80%
car_0226.npy,car,tent,42.973366379737854,tent: 42.97% | flower_pot: 35.76% | toilet: 8.04% | car: 5.36% | sink: 3.72%
glass_box_0244.npy,glass_box,dresser,45.139142870903015,dresser: 45.14% | glass_box: 35.86% | night_stand: 8.87% | sink: 4.24% | radio: 2.54%
glass_box_0255.npy,glass_box,glass_box,75.7542073726654,glass_box: 75.75% | radio: 13.95% | tv_stand: 3.51% | sink: 3.26% | range_hood: 2.21%
glass_box_0234.npy,glass_box,glass_box,98.96799921989441,glass_box: 98.97% | radio: 0.38% | sink: 0.33% | bathtub: 0.21% | tent: 0.05%
glass_box_0221.npy,glass_box,glass_box,85.55586338043213,glass_box: 85.56% | radio: 10.89% | bed: 1.24% | sink: 0.94% | piano: 0.35%
glass_box_0189.npy,glass_box,glass_box,77.52651572227478,glass_box: 77.53% | night_stand: 20.90% | dresser: 1.40% | tv_stand: 0.04% | wardrobe: 0.04%
glass_box_0235.npy,glass_box,glass_box,94.17369961738586,glass_box: 94.17% | sink: 1.71% | radio: 1.70% | night_stand: 1.51% | dresser: 0.39%
glass_box_0271.npy,glass_box,glass_box,75.07131695747375,glass_box: 75.07% | tv_stand: 6.72% | sink: 5.70% | radio: 4.00% | bookshelf: 1.83%
glass_box_0261.npy,glass_box,stairs,65.0031566619873,stairs: 65.00% | tent: 26.38% | flower_pot: 2.08% | chair: 1.91% | plant: 1.89%
glass_box_0241.npy,glass_box,glass_box,97.7728545665741,glass_box: 97.77% | dresser: 0.94% | xbox: 0.68% | night_stand: 0.26% | wardrobe: 0.17%
glass_box_0265.npy,glass_box,glass_box,98.06407690048218,glass_box: 98.06% | dresser: 0.42% | monitor: 0.40% | xbox: 0.39% | sink: 0.33%
glass_box_0227.npy,glass_box,glass_box,98.96799921989441,glass_box: 98.97% | radio: 0.38% | sink: 0.33% | bathtub: 0.21% | tent: 0.05%
glass_box_0245.npy,glass_box,glass_box,98.39604496955872,glass_box: 98.40% | radio: 0.79% | sink: 0.33% | bathtub: 0.18% | tent: 0.13%
glass_box_0201.npy,glass_box,glass_box,98.07528853416443,glass_box: 98.08% | monitor: 0.93% | night_stand: 0.56% | sink: 0.32% | tv_stand: 0.05%
glass_box_0186.npy,glass_box,glass_box,99.05840158462524,glass_box: 99.06% | sink: 0.47% | bookshelf: 0.20% | tv_stand: 0.11% | radio: 0.06%
glass_box_0176.npy,glass_box,glass_box,85.10764837265015,glass_box: 85.11% | radio: 6.08% | sink: 4.38% | tv_stand: 2.02% | desk: 1.52%
glass_box_0250.npy,glass_box,bed,44.22764480113983,bed: 44.23% | glass_box: 22.72% | tv_stand: 15.64% | sink: 4.99% | tent: 2.93%
glass_box_0173.npy,glass_box,glass_box,83.47111940383911,glass_box: 83.47% | tv_stand: 5.40% | radio: 4.11% | table: 2.81% | piano: 1.58%
glass_box_0257.npy,glass_box,glass_box,85.28934717178345,glass_box: 85.29% | radio: 8.77% | bed: 2.93% | sink: 1.12% | tv_stand: 0.57%
glass_box_0231.npy,glass_box,glass_box,98.22089076042175,glass_box: 98.22% | radio: 0.80% | tv_stand: 0.41% | bathtub: 0.28% | tent: 0.08%
glass_box_0259.npy,glass_box,night_stand,17.70796924829483,night_stand: 17.71% | glass_box: 16.94% | bed: 11.85% | dresser: 11.03% | radio: 10.40%
glass_box_0262.npy,glass_box,laptop,17.363956570625305,laptop: 17.36% | sink: 12.20% | glass_box: 11.80% | radio: 9.76% | tv_stand: 6.66%
glass_box_0239.npy,glass_box,glass_box,94.17369961738586,glass_box: 94.17% | sink: 1.71% | radio: 1.70% | night_stand: 1.51% | dresser: 0.39%
glass_box_0187.npy,glass_box,glass_box,90.93680381774902,glass_box: 90.94% | wardrobe: 4.04% | bookshelf: 2.70% | tv_stand: 0.68% | xbox: 0.57%
glass_box_0202.npy,glass_box,night_stand,47.930553555488586,night_stand: 47.93% | glass_box: 14.10% | table: 13.33% | tv_stand: 7.85% | dresser: 7.80%
glass_box_0249.npy,glass_box,glass_box,75.05848407745361,glass_box: 75.06% | sink: 8.77% | radio: 6.46% | tv_stand: 3.66% | piano: 1.79%
glass_box_0246.npy,glass_box,glass_box,98.40776920318604,glass_box: 98.41% | radio: 0.94% | sink: 0.22% | tv_stand: 0.20% | piano: 0.07%
glass_box_0174.npy,glass_box,glass_box,97.79532551765442,glass_box: 97.80% | radio: 1.17% | sink: 0.82% | tv_stand: 0.17% | night_stand: 0.02%
glass_box_0178.npy,glass_box,glass_box,85.53875684738159,glass_box: 85.54% | tv_stand: 5.76% | radio: 3.99% | sink: 1.15% | bathtub: 0.81%
glass_box_0264.npy,glass_box,glass_box,99.11693334579468,glass_box: 99.12% | sink: 0.45% | bookshelf: 0.19% | tv_stand: 0.11% | radio: 0.05%
glass_box_0199.npy,glass_box,glass_box,90.93680381774902,glass_box: 90.94% | wardrobe: 4.04% | bookshelf: 2.70% | tv_stand: 0.68% | xbox: 0.57%
glass_box_0217.npy,glass_box,glass_box,91.81609749794006,glass_box: 91.82% | tv_stand: 2.63% | radio: 2.59% | sink: 2.05% | bookshelf: 0.35%
glass_box_0248.npy,glass_box,glass_box,98.4502375125885,glass_box: 98.45% | radio: 0.79% | sink: 0.30% | bathtub: 0.16% | tent: 0.14%
glass_box_0253.npy,glass_box,glass_box,98.55570197105408,glass_box: 98.56% | radio: 0.89% | tv_stand: 0.18% | sink: 0.18% | piano: 0.06%
glass_box_0229.npy,glass_box,glass_box,93.59295964241028,glass_box: 93.59% | sink: 4.38% | radio: 1.25% | tv_stand: 0.48% | desk: 0.11%
glass_box_0177.npy,glass_box,glass_box,84.8444938659668,glass_box: 84.84% | night_stand: 9.37% | sink: 2.92% | bookshelf: 1.19% | radio: 0.41%
glass_box_0192.npy,glass_box,glass_box,92.93533563613892,glass_box: 92.94% | night_stand: 6.78% | dresser: 0.13% | xbox: 0.06% | monitor: 0.03%
glass_box_0256.npy,glass_box,glass_box,89.85428214073181,glass_box: 89.85% | tv_stand: 4.97% | sink: 2.95% | night_stand: 1.86% | bookshelf: 0.12%
glass_box_0184.npy,glass_box,glass_box,88.8161838054657,glass_box: 88.82% | tv_stand: 5.39% | sink: 3.68% | night_stand: 1.74% | wardrobe: 0.10%
glass_box_0237.npy,glass_box,glass_box,89.33539390563965,glass_box: 89.34% | radio: 4.70% | sink: 3.20% | tv_stand: 1.71% | tent: 0.45%
glass_box_0258.npy,glass_box,glass_box,99.5591938495636,glass_box: 99.56% | radio: 0.13% | sink: 0.13% | piano: 0.10% | tv_stand: 0.03%
glass_box_0193.npy,glass_box,glass_box,89.85428214073181,glass_box: 89.85% | tv_stand: 4.97% | sink: 2.95% | night_stand: 1.86% | bookshelf: 0.12%
glass_box_0172.npy,glass_box,glass_box,73.24051260948181,glass_box: 73.24% | tv_stand: 8.64% | radio: 3.89% | table: 3.48% | car: 2.03%
glass_box_0196.npy,glass_box,glass_box,92.82346963882446,glass_box: 92.82% | wardrobe: 3.04% | bookshelf: 2.13% | tv_stand: 0.63% | xbox: 0.55%
glass_box_0228.npy,glass_box,glass_box,81.81612491607666,glass_box: 81.82% | night_stand: 13.26% | laptop: 2.80% | dresser: 0.79% | radio: 0.31%
glass_box_0207.npy,glass_box,glass_box,94.17137503623962,glass_box: 94.17% | bed: 2.64% | bathtub: 1.02% | radio: 0.86% | sink: 0.45%
glass_box_0213.npy,glass_box,glass_box,88.72023224830627,glass_box: 88.72% | sink: 7.54% | radio: 2.07% | bathtub: 0.75% | bed: 0.39%
glass_box_0206.npy,glass_box,glass_box,97.6898193359375,glass_box: 97.69% | sink: 1.14% | radio: 0.63% | desk: 0.42% | tv_stand: 0.04%
glass_box_0209.npy,glass_box,glass_box,73.4571099281311,glass_box: 73.46% | sink: 9.95% | tv_stand: 9.82% | radio: 5.11% | bookshelf: 0.61%
glass_box_0211.npy,glass_box,glass_box,63.36367130279541,glass_box: 63.36% | night_stand: 29.49% | sink: 3.50% | bookshelf: 1.11% | dresser: 0.66%
glass_box_0181.npy,glass_box,glass_box,84.53710675239563,glass_box: 84.54% | tv_stand: 8.80% | radio: 1.18% | piano: 0.70% | table: 0.64%
glass_box_0270.npy,glass_box,glass_box,98.70777130126953,glass_box: 98.71% | sink: 0.52% | night_stand: 0.43% | tv_stand: 0.17% | dresser: 0.06%
glass_box_0225.npy,glass_box,glass_box,91.2422776222229,glass_box: 91.24% | bathtub: 2.24% | sink: 2.15% | radio: 1.54% | tv_stand: 0.72%
glass_box_0185.npy,glass_box,glass_box,88.8161838054657,glass_box: 88.82% | tv_stand: 5.39% | sink: 3.68% | night_stand: 1.74% | wardrobe: 0.10%
glass_box_0203.npy,glass_box,glass_box,90.91787934303284,glass_box: 90.92% | table: 2.07% | bed: 1.59% | tv_stand: 1.25% | sink: 1.00%
glass_box_0179.npy,glass_box,glass_box,69.31392550468445,glass_box: 69.31% | night_stand: 13.27% | dresser: 10.07% | laptop: 4.01% | radio: 1.10%
glass_box_0263.npy,glass_box,glass_box,48.18668067455292,glass_box: 48.19% | tv_stand: 27.85% | sofa: 5.13% | bench: 3.73% | bed: 2.03%
glass_box_0197.npy,glass_box,glass_box,75.28195381164551,glass_box: 75.28% | tv_stand: 5.74% | sink: 5.54% | radio: 4.31% | bookshelf: 2.49%
glass_box_0218.npy,glass_box,glass_box,99.5591938495636,glass_box: 99.56% | radio: 0.13% | sink: 0.13% | piano: 0.10% | tv_stand: 0.03%
glass_box_0226.npy,glass_box,glass_box,73.4571099281311,glass_box: 73.46% | sink: 9.95% | tv_stand: 9.82% | radio: 5.11% | bookshelf: 0.61%
glass_box_0260.npy,glass_box,laptop,43.38165819644928,laptop: 43.38% | glass_box: 19.78% | tv_stand: 9.18% | sink: 6.36% | night_stand: 6.09%
glass_box_0230.npy,glass_box,glass_box,90.91787934303284,glass_box: 90.92% | table: 2.07% | bed: 1.59% | tv_stand: 1.25% | sink: 1.00%
glass_box_0224.npy,glass_box,glass_box,85.9786868095398,glass_box: 85.98% | tv_stand: 6.61% | radio: 3.54% | sink: 0.89% | bathtub: 0.61%
glass_box_0233.npy,glass_box,glass_box,86.2384021282196,glass_box: 86.24% | radio: 5.24% | tv_stand: 4.94% | piano: 0.68% | table: 0.53%
glass_box_0200.npy,glass_box,glass_box,79.79073524475098,glass_box: 79.79% | radio: 10.88% | tv_stand: 4.02% | sink: 2.83% | range_hood: 1.45%
glass_box_0267.npy,glass_box,glass_box,52.07027196884155,glass_box: 52.07% | desk: 26.71% | monitor: 7.28% | dresser: 4.09% | range_hood: 3.26%
glass_box_0215.npy,glass_box,glass_box,70.297372341156,glass_box: 70.30% | night_stand: 13.01% | dresser: 9.17% | laptop: 4.11% | radio: 1.08%
glass_box_0252.npy,glass_box,glass_box,90.01438617706299,glass_box: 90.01% | radio: 7.48% | bed: 0.97% | sink: 0.59% | piano: 0.25%
glass_box_0236.npy,glass_box,glass_box,84.54469442367554,glass_box: 84.54% | tv_stand: 8.80% | radio: 1.18% | piano: 0.70% | table: 0.64%
glass_box_0216.npy,glass_box,glass_box,93.82935762405396,glass_box: 93.83% | sink: 2.53% | radio: 1.96% | tv_stand: 0.95% | bookshelf: 0.16%
glass_box_0175.npy,glass_box,glass_box,86.5987777709961,glass_box: 86.60% | tv_stand: 2.78% | radio: 2.04% | car: 1.87% | bathtub: 1.34%
glass_box_0180.npy,glass_box,glass_box,93.27787756919861,glass_box: 93.28% | sink: 3.00% | radio: 1.93% | tv_stand: 0.69% | tent: 0.26%
glass_box_0191.npy,glass_box,glass_box,97.6994514465332,glass_box: 97.70% | radio: 0.96% | tv_stand: 0.54% | bathtub: 0.43% | bed: 0.09%
glass_box_0204.npy,glass_box,glass_box,83.49323868751526,glass_box: 83.49% | tv_stand: 7.37% | sink: 5.55% | radio: 3.03% | range_hood: 0.24%
glass_box_0269.npy,glass_box,glass_box,98.32067489624023,glass_box: 98.32% | monitor: 0.69% | night_stand: 0.54% | sink: 0.32% | dresser: 0.05%
glass_box_0212.npy,glass_box,glass_box,99.54801797866821,glass_box: 99.55% | sink: 0.20% | radio: 0.19% | tv_stand: 0.03% | night_stand: 0.01%
glass_box_0223.npy,glass_box,glass_box,85.55586338043213,glass_box: 85.56% | radio: 10.89% | bed: 1.24% | sink: 0.94% | piano: 0.35%
glass_box_0190.npy,glass_box,glass_box,98.70777130126953,glass_box: 98.71% | sink: 0.52% | night_stand: 0.43% | tv_stand: 0.17% | dresser: 0.06%
glass_box_0210.npy,glass_box,glass_box,98.96799921989441,glass_box: 98.97% | radio: 0.38% | sink: 0.33% | bathtub: 0.21% | tent: 0.05%
glass_box_0214.npy,glass_box,glass_box,82.42695927619934,glass_box: 82.43% | tv_stand: 5.17% | radio: 4.52% | table: 3.49% | piano: 1.58%
glass_box_0219.npy,glass_box,glass_box,94.15306448936462,glass_box: 94.15% | sink: 3.09% | tv_stand: 1.47% | radio: 1.09% | tent: 0.07%
glass_box_0188.npy,glass_box,tv_stand,30.96861243247986,tv_stand: 30.97% | glass_box: 27.06% | radio: 26.16% | sink: 6.65% | bookshelf: 3.57%
glass_box_0242.npy,glass_box,glass_box,83.0879271030426,glass_box: 83.09% | tv_stand: 7.27% | radio: 4.83% | piano: 1.39% | sink: 0.75%
glass_box_0247.npy,glass_box,glass_box,85.9786868095398,glass_box: 85.98% | tv_stand: 6.61% | radio: 3.54% | sink: 0.89% | bathtub: 0.61%
glass_box_0254.npy,glass_box,glass_box,47.14663326740265,glass_box: 47.15% | tv_stand: 23.79% | sofa: 6.96% | bench: 4.61% | car: 2.87%
glass_box_0194.npy,glass_box,glass_box,95.1223075389862,glass_box: 95.12% | night_stand: 4.35% | xbox: 0.14% | dresser: 0.10% | monitor: 0.10%
glass_box_0222.npy,glass_box,glass_box,91.54777526855469,glass_box: 91.55% | sink: 4.08% | tv_stand: 2.53% | bookshelf: 0.57% | night_stand: 0.52%
glass_box_0266.npy,glass_box,glass_box,98.32067489624023,glass_box: 98.32% | monitor: 0.69% | night_stand: 0.54% | sink: 0.32% | dresser: 0.05%
glass_box_0243.npy,glass_box,piano,67.3818588256836,piano: 67.38% | sofa: 21.07% | tent: 7.16% | night_stand: 1.73% | radio: 0.63%
glass_box_0208.npy,glass_box,glass_box,83.49323868751526,glass_box: 83.49% | tv_stand: 7.37% | sink: 5.55% | radio: 3.03% | range_hood: 0.24%
