file,actual_label,predicted_label,prediction_confidence,topk_predictions
airplane_0679.npy,airplane,airplane,99.87359642982483,airplane: 99.87% | vase: 0.07% | table: 0.02% | cup: 0.01% | bowl: 0.01%
airplane_0680.npy,airplane,airplane,91.87228083610535,airplane: 91.87% | vase: 4.16% | tent: 3.67% | plant: 0.06% | stairs: 0.06%
airplane_0681.npy,airplane,airplane,99.97712969779968,airplane: 99.98% | vase: 0.01%
airplane_0682.npy,airplane,airplane,99.49395656585693,airplane: 99.49% | vase: 0.42% | tent: 0.02% | cup: 0.01% | table: 0.01%
airplane_0683.npy,airplane,airplane,99.56517815589905,airplane: 99.57% | vase: 0.34% | tent: 0.02% | bowl: 0.01% | sink: 0.01%
airplane_0684.npy,airplane,airplane,99.98810291290283,airplane: 99.99%
airplane_0685.npy,airplane,airplane,84.27060842514038,airplane: 84.27% | guitar: 10.66% | keyboard: 2.51% | bowl: 0.55% | lamp: 0.26%
airplane_0686.npy,airplane,airplane,80.95799684524536,airplane: 80.96% | plant: 10.87% | sofa: 2.27% | vase: 2.09% | bowl: 1.04%
airplane_0687.npy,airplane,airplane,99.991774559021,airplane: 99.99%
airplane_0688.npy,airplane,airplane,99.98897314071655,airplane: 99.99%
airplane_0689.npy,airplane,airplane,99.98445510864258,airplane: 99.98%
airplane_0690.npy,airplane,airplane,99.99300241470337,airplane: 99.99%
airplane_0691.npy,airplane,airplane,99.99674558639526,airplane: 100.00%
airplane_0692.npy,airplane,airplane,99.97631907463074,airplane: 99.98%
airplane_0693.npy,airplane,airplane,99.98897314071655,airplane: 99.99%
airplane_0694.npy,airplane,airplane,99.97109770774841,airplane: 99.97% | bowl: 0.01% | vase: 0.01%
airplane_0695.npy,airplane,airplane,99.83568787574768,airplane: 99.84% | bowl: 0.07% | vase: 0.04% | tent: 0.01% | sink: 0.01%
airplane_0696.npy,airplane,airplane,99.94804263114929,airplane: 99.95% | bowl: 0.01% | vase: 0.01% | guitar: 0.01% | sink: 0.01%
airplane_0697.npy,airplane,airplane,99.92225170135498,airplane: 99.92% | bathtub: 0.01% | sink: 0.01% | tent: 0.01% | bowl: 0.01%
airplane_0698.npy,airplane,airplane,99.47668313980103,airplane: 99.48% | bowl: 0.10% | cone: 0.08% | laptop: 0.05% | tent: 0.04%
airplane_0699.npy,airplane,airplane,99.98260140419006,airplane: 99.98%
airplane_0700.npy,airplane,airplane,99.8404324054718,airplane: 99.84% | sink: 0.03% | bathtub: 0.02% | bowl: 0.01% | sofa: 0.01%
airplane_0701.npy,airplane,airplane,99.9894380569458,airplane: 99.99%
airplane_0702.npy,airplane,airplane,99.87886548042297,airplane: 99.88% | guitar: 0.04% | bowl: 0.03% | chair: 0.01% | cup: 0.01%
airplane_0703.npy,airplane,airplane,99.97227787971497,airplane: 99.97% | vase: 0.01%
airplane_0704.npy,airplane,airplane,99.98674392700195,airplane: 99.99%
airplane_0705.npy,airplane,airplane,99.87886548042297,airplane: 99.88% | guitar: 0.04% | bowl: 0.03% | chair: 0.01% | cup: 0.01%
airplane_0706.npy,airplane,stairs,72.28896021842957,stairs: 72.29% | plant: 16.13% | tent: 3.56% | vase: 2.46% | bench: 1.78%
airplane_0707.npy,airplane,airplane,99.93257522583008,airplane: 99.93% | vase: 0.02% | bowl: 0.01% | sink: 0.01% | plant: 0.01%
airplane_0708.npy,airplane,airplane,99.99300241470337,airplane: 99.99%
airplane_0709.npy,airplane,airplane,99.9860167503357,airplane: 99.99%
airplane_0710.npy,airplane,airplane,99.97544884681702,airplane: 99.98% | sofa: 0.01%
airplane_0711.npy,airplane,airplane,99.98962879180908,airplane: 99.99%
airplane_0712.npy,airplane,airplane,99.92536902427673,airplane: 99.93% | bathtub: 0.01% | plant: 0.01% | bed: 0.01% | tent: 0.01%
airplane_0713.npy,airplane,airplane,99.97721314430237,airplane: 99.98% | tv_stand: 0.01%
airplane_0714.npy,airplane,airplane,99.96869564056396,airplane: 99.97% | bowl: 0.01% | vase: 0.01%
airplane_0715.npy,airplane,airplane,99.83842372894287,airplane: 99.84% | bed: 0.08% | sofa: 0.04% | vase: 0.01% | bowl: 0.01%
airplane_0716.npy,airplane,airplane,99.99300241470337,airplane: 99.99%
airplane_0717.npy,airplane,airplane,99.91745352745056,airplane: 99.92% | guitar: 0.02% | vase: 0.02% | bowl: 0.01%
airplane_0718.npy,airplane,airplane,99.98719692230225,airplane: 99.99%
airplane_0719.npy,airplane,airplane,99.98725652694702,airplane: 99.99%
airplane_0720.npy,airplane,airplane,99.9890923500061,airplane: 99.99%
airplane_0721.npy,airplane,airplane,99.96684789657593,airplane: 99.97% | vase: 0.01% | plant: 0.01% | bowl: 0.01%
airplane_0722.npy,airplane,airplane,99.98999834060669,airplane: 99.99%
airplane_0723.npy,airplane,airplane,89.13718461990356,airplane: 89.14% | plant: 3.91% | bowl: 2.31% | stairs: 2.17% | sofa: 0.79%
airplane_0724.npy,airplane,airplane,99.99182224273682,airplane: 99.99%
airplane_0725.npy,airplane,airplane,99.98753070831299,airplane: 99.99%
airplane_0726.npy,airplane,airplane,99.92400407791138,airplane: 99.92% | table: 0.01% | vase: 0.01% | guitar: 0.01% | bowl: 0.01%
airplane_0001.npy,airplane,airplane,97.64541387557983,airplane: 97.65% | sink: 0.86% | plant: 0.40% | vase: 0.34% | bowl: 0.20%
airplane_0002.npy,airplane,airplane,99.97754693031311,airplane: 99.98% | vase: 0.01% | bowl: 0.01%
airplane_0003.npy,airplane,airplane,99.95517134666443,airplane: 99.96% | bed: 0.01% | vase: 0.01%
airplane_0004.npy,airplane,airplane,99.93403553962708,airplane: 99.93% | guitar: 0.02% | sink: 0.01% | tv_stand: 0.01%
airplane_0005.npy,airplane,airplane,99.81415271759033,airplane: 99.81% | table: 0.05% | bowl: 0.03% | sink: 0.02% | guitar: 0.01%
airplane_0006.npy,airplane,airplane,94.71576809883118,airplane: 94.72% | cone: 1.09% | table: 0.73% | tent: 0.62% | bowl: 0.49%
airplane_0007.npy,airplane,airplane,99.92082715034485,airplane: 99.92% | plant: 0.03% | vase: 0.01% | sink: 0.01%
airplane_0008.npy,airplane,airplane,99.98164772987366,airplane: 99.98%
airplane_0009.npy,airplane,airplane,99.66908693313599,airplane: 99.67% | bowl: 0.09% | guitar: 0.05% | bed: 0.03% | sink: 0.03%
airplane_0010.npy,airplane,airplane,99.98725652694702,airplane: 99.99%
airplane_0011.npy,airplane,airplane,93.95595788955688,airplane: 93.96% | plant: 2.56% | bowl: 1.07% | vase: 1.07% | tent: 0.75%
airplane_0012.npy,airplane,airplane,99.92820620536804,airplane: 99.93% | sink: 0.02% | table: 0.01% | bowl: 0.01% | guitar: 0.01%
airplane_0013.npy,airplane,airplane,99.94667172431946,airplane: 99.95% | sofa: 0.02% | bowl: 0.01%
airplane_0014.npy,airplane,airplane,99.99502897262573,airplane: 100.00%
airplane_0015.npy,airplane,airplane,99.96227025985718,airplane: 99.96% | bowl: 0.02%
airplane_0016.npy,airplane,airplane,99.27022457122803,airplane: 99.27% | bowl: 0.21% | bed: 0.19% | sink: 0.16% | vase: 0.06%
airplane_0017.npy,airplane,airplane,99.84034895896912,airplane: 99.84% | vase: 0.08% | tent: 0.03% | bowl: 0.01% | sink: 0.01%
airplane_0018.npy,airplane,airplane,99.96004700660706,airplane: 99.96% | bowl: 0.01% | guitar: 0.01%
airplane_0019.npy,airplane,airplane,99.98924732208252,airplane: 99.99%
airplane_0020.npy,airplane,airplane,99.93852376937866,airplane: 99.94% | table: 0.02% | sink: 0.01% | bowl: 0.01%
airplane_0021.npy,airplane,airplane,99.96514320373535,airplane: 99.97% | table: 0.01% | tent: 0.01%
airplane_0022.npy,airplane,airplane,97.7273941040039,airplane: 97.73% | bench: 0.39% | tent: 0.36% | chair: 0.28% | flower_pot: 0.27%
airplane_0023.npy,airplane,airplane,99.85018968582153,airplane: 99.85% | tent: 0.04% | sofa: 0.02% | table: 0.02% | bowl: 0.02%
airplane_0024.npy,airplane,airplane,99.93269443511963,airplane: 99.93% | vase: 0.02% | bowl: 0.01% | tent: 0.01% | sink: 0.01%
airplane_0025.npy,airplane,airplane,99.9879002571106,airplane: 99.99%
airplane_0026.npy,airplane,airplane,99.98472929000854,airplane: 99.98%
airplane_0027.npy,airplane,airplane,99.9604880809784,airplane: 99.96% | bathtub: 0.01%
airplane_0028.npy,airplane,airplane,81.8464994430542,airplane: 81.85% | guitar: 15.23% | table: 1.29% | tv_stand: 0.38% | lamp: 0.19%
airplane_0029.npy,airplane,airplane,99.96013045310974,airplane: 99.96% | bathtub: 0.01% | bowl: 0.01%
airplane_0030.npy,airplane,airplane,99.97268319129944,airplane: 99.97% | tv_stand: 0.01% | tent: 0.01%
airplane_0031.npy,airplane,airplane,99.9482274055481,airplane: 99.95% | vase: 0.02% | bed: 0.01% | bowl: 0.01%
airplane_0032.npy,airplane,airplane,99.96243715286255,airplane: 99.96% | plant: 0.01% | sink: 0.01%
airplane_0033.npy,airplane,airplane,99.68059062957764,airplane: 99.68% | bathtub: 0.08% | sink: 0.03% | bowl: 0.03% | radio: 0.02%
airplane_0034.npy,airplane,airplane,99.89018440246582,airplane: 99.89% | bed: 0.04% | vase: 0.02% | table: 0.01% | bowl: 0.01%
airplane_0035.npy,airplane,airplane,99.9426007270813,airplane: 99.94% | bathtub: 0.01% | sink: 0.01% | sofa: 0.01%
airplane_0036.npy,airplane,airplane,99.9792754650116,airplane: 99.98%
airplane_0037.npy,airplane,airplane,98.56703877449036,airplane: 98.57% | tent: 0.45% | sink: 0.22% | vase: 0.18% | bed: 0.15%
airplane_0038.npy,airplane,airplane,99.97062087059021,airplane: 99.97% | bowl: 0.01%
airplane_0039.npy,airplane,airplane,97.14362025260925,airplane: 97.14% | plant: 0.70% | tent: 0.38% | piano: 0.31% | stairs: 0.30%
airplane_0040.npy,airplane,airplane,99.97813105583191,airplane: 99.98% | bowl: 0.01%
airplane_0041.npy,airplane,airplane,93.70517134666443,airplane: 93.71% | guitar: 2.70% | lamp: 0.82% | keyboard: 0.50% | vase: 0.44%
airplane_0042.npy,airplane,airplane,97.98106551170349,airplane: 97.98% | tv_stand: 1.35% | sofa: 0.09% | bench: 0.08% | chair: 0.08%
airplane_0043.npy,airplane,airplane,99.90591406822205,airplane: 99.91% | guitar: 0.03% | tv_stand: 0.01% | piano: 0.01% | sink: 0.01%
airplane_0044.npy,airplane,airplane,99.8819887638092,airplane: 99.88% | bowl: 0.05% | bench: 0.01% | chair: 0.01% | vase: 0.01%
airplane_0045.npy,airplane,airplane,99.93293285369873,airplane: 99.93% | bathtub: 0.02% | tent: 0.01% | bowl: 0.01% | cup: 0.01%
airplane_0046.npy,airplane,airplane,99.92897510528564,airplane: 99.93% | bathtub: 0.02% | table: 0.01% | tent: 0.01% | chair: 0.01%
airplane_0047.npy,airplane,airplane,95.68966031074524,airplane: 95.69% | plant: 1.41% | vase: 1.06% | sofa: 0.73% | bowl: 0.48%
airplane_0048.npy,airplane,airplane,99.76845979690552,airplane: 99.77% | bowl: 0.09% | guitar: 0.05% | keyboard: 0.04% | cup: 0.01%
airplane_0049.npy,airplane,airplane,99.97101426124573,airplane: 99.97% | bathtub: 0.01%
airplane_0050.npy,airplane,airplane,99.93721842765808,airplane: 99.94% | bed: 0.02% | bowl: 0.01% | bathtub: 0.01% | sofa: 0.01%
airplane_0051.npy,airplane,airplane,94.5119559764862,airplane: 94.51% | tent: 2.71% | chair: 1.34% | plant: 0.51% | stairs: 0.45%
airplane_0052.npy,airplane,airplane,99.9779999256134,airplane: 99.98% | bowl: 0.01%
airplane_0053.npy,airplane,airplane,99.7306227684021,airplane: 99.73% | vase: 0.09% | cup: 0.04% | tent: 0.03% | bowl: 0.02%
airplane_0054.npy,airplane,airplane,99.9654769897461,airplane: 99.97% | bowl: 0.01% | sofa: 0.01%
airplane_0055.npy,airplane,airplane,99.68546032905579,airplane: 99.69% | bowl: 0.13% | sink: 0.04% | vase: 0.03% | plant: 0.03%
airplane_0056.npy,airplane,airplane,99.96823072433472,airplane: 99.97% | bowl: 0.01% | sink: 0.01% | vase: 0.01%
airplane_0057.npy,airplane,airplane,99.97816681861877,airplane: 99.98% | table: 0.01%
airplane_0058.npy,airplane,airplane,98.51412773132324,airplane: 98.51% | keyboard: 1.15% | bowl: 0.14% | tv_stand: 0.04% | lamp: 0.03%
airplane_0059.npy,airplane,airplane,99.96663331985474,airplane: 99.97% | bowl: 0.01% | sink: 0.01%
airplane_0060.npy,airplane,airplane,99.89655017852783,airplane: 99.90% | bowl: 0.03% | vase: 0.01% | table: 0.01% | guitar: 0.01%
airplane_0061.npy,airplane,airplane,94.03532147407532,airplane: 94.04% | table: 4.60% | sofa: 0.53% | bathtub: 0.15% | car: 0.10%
airplane_0062.npy,airplane,airplane,99.9847412109375,airplane: 99.98%
airplane_0063.npy,airplane,airplane,99.96678829193115,airplane: 99.97% | bathtub: 0.01% | bowl: 0.01%
airplane_0064.npy,airplane,airplane,99.9530553817749,airplane: 99.95% | tent: 0.01% | vase: 0.01% | sink: 0.01% | bowl: 0.01%
airplane_0065.npy,airplane,airplane,99.22232031822205,airplane: 99.22% | bowl: 0.29% | bed: 0.15% | sink: 0.14% | vase: 0.08%
airplane_0066.npy,airplane,airplane,99.68066215515137,airplane: 99.68% | bowl: 0.08% | table: 0.06% | radio: 0.03% | sink: 0.02%
airplane_0067.npy,airplane,airplane,99.96809959411621,airplane: 99.97% | bowl: 0.03%
airplane_0068.npy,airplane,airplane,94.01980638504028,airplane: 94.02% | car: 1.97% | tv_stand: 1.27% | stairs: 0.80% | bench: 0.49%
airplane_0069.npy,airplane,airplane,91.3362979888916,airplane: 91.34% | plant: 5.08% | sofa: 1.79% | stairs: 0.71% | table: 0.23%
airplane_0070.npy,airplane,airplane,93.69903206825256,airplane: 93.70% | plant: 2.78% | cup: 1.70% | stairs: 0.64% | bench: 0.26%
airplane_0071.npy,airplane,airplane,99.9535322189331,airplane: 99.95% | sink: 0.01% | table: 0.01% | vase: 0.01% | bowl: 0.01%
airplane_0072.npy,airplane,airplane,99.99170303344727,airplane: 99.99%
airplane_0073.npy,airplane,airplane,99.99158382415771,airplane: 99.99%
airplane_0074.npy,airplane,airplane,99.97500777244568,airplane: 99.98% | bowl: 0.01%
airplane_0075.npy,airplane,airplane,99.95782971382141,airplane: 99.96% | bowl: 0.01% | vase: 0.01%
airplane_0076.npy,airplane,airplane,99.63396787643433,airplane: 99.63% | guitar: 0.16% | monitor: 0.05% | keyboard: 0.03% | cup: 0.02%
airplane_0077.npy,airplane,airplane,98.33833575248718,airplane: 98.34% | bowl: 0.87% | plant: 0.15% | tent: 0.09% | cup: 0.09%
airplane_0078.npy,airplane,airplane,99.99352693557739,airplane: 99.99%
airplane_0079.npy,airplane,airplane,99.98762607574463,airplane: 99.99%
airplane_0080.npy,airplane,airplane,99.90255832672119,airplane: 99.90% | bathtub: 0.03% | sink: 0.01% | sofa: 0.01% | bowl: 0.01%
airplane_0081.npy,airplane,airplane,99.98360872268677,airplane: 99.98%
airplane_0082.npy,airplane,airplane,99.91818070411682,airplane: 99.92% | sink: 0.02% | bowl: 0.01% | table: 0.01% | guitar: 0.01%
airplane_0083.npy,airplane,airplane,94.66052055358887,airplane: 94.66% | sofa: 4.57% | tent: 0.19% | table: 0.17% | piano: 0.08%
airplane_0084.npy,airplane,airplane,99.99101161956787,airplane: 99.99%
airplane_0085.npy,airplane,airplane,99.9530553817749,airplane: 99.95% | tent: 0.01% | vase: 0.01% | sink: 0.01% | bowl: 0.01%
airplane_0086.npy,airplane,airplane,99.79107975959778,airplane: 99.79% | bowl: 0.05% | table: 0.02% | sofa: 0.02% | guitar: 0.02%
airplane_0087.npy,airplane,airplane,99.56414699554443,airplane: 99.56% | plant: 0.10% | table: 0.06% | vase: 0.05% | chair: 0.04%
airplane_0088.npy,airplane,airplane,99.97523427009583,airplane: 99.98%
airplane_0089.npy,airplane,airplane,99.59893822669983,airplane: 99.60% | guitar: 0.18% | table: 0.07% | vase: 0.05% | cup: 0.03%
airplane_0090.npy,airplane,airplane,99.55639839172363,airplane: 99.56% | sofa: 0.21% | table: 0.04% | tent: 0.03% | guitar: 0.03%
airplane_0091.npy,airplane,airplane,99.98536109924316,airplane: 99.99%
airplane_0092.npy,airplane,airplane,99.97125267982483,airplane: 99.97% | sofa: 0.01% | bed: 0.01%
airplane_0093.npy,airplane,airplane,99.94667172431946,airplane: 99.95% | bed: 0.01% | bowl: 0.01% | vase: 0.01%
airplane_0094.npy,airplane,airplane,99.98600482940674,airplane: 99.99% | sofa: 0.01%
airplane_0095.npy,airplane,airplane,99.98360872268677,airplane: 99.98%
airplane_0096.npy,airplane,airplane,99.92823004722595,airplane: 99.93% | keyboard: 0.01% | table: 0.01% | tv_stand: 0.01% | bowl: 0.01%
airplane_0097.npy,airplane,airplane,99.9810516834259,airplane: 99.98% | bowl: 0.01%
airplane_0098.npy,airplane,airplane,98.64750504493713,airplane: 98.65% | keyboard: 0.84% | bowl: 0.13% | lamp: 0.10% | guitar: 0.08%
airplane_0099.npy,airplane,airplane,99.991774559021,airplane: 99.99%
airplane_0100.npy,airplane,airplane,99.9426007270813,airplane: 99.94% | vase: 0.04%
airplane_0101.npy,airplane,airplane,97.11745977401733,airplane: 97.12% | plant: 1.28% | sink: 0.76% | vase: 0.19% | bowl: 0.16%
airplane_0102.npy,airplane,airplane,99.74863529205322,airplane: 99.75% | guitar: 0.07% | sink: 0.07% | tv_stand: 0.03% | vase: 0.02%
airplane_0103.npy,airplane,airplane,86.92978620529175,airplane: 86.93% | keyboard: 10.18% | guitar: 1.80% | bowl: 0.59% | lamp: 0.15%
airplane_0104.npy,airplane,airplane,96.08981013298035,airplane: 96.09% | keyboard: 1.93% | bowl: 1.24% | guitar: 0.20% | cup: 0.16%
airplane_0105.npy,airplane,airplane,92.87943840026855,airplane: 92.88% | sofa: 3.41% | tent: 0.73% | table: 0.61% | monitor: 0.46%
airplane_0106.npy,airplane,airplane,99.66729879379272,airplane: 99.67% | guitar: 0.11% | vase: 0.04% | table: 0.03% | car: 0.03%
airplane_0107.npy,airplane,airplane,99.87886548042297,airplane: 99.88% | guitar: 0.04% | bowl: 0.03% | chair: 0.01% | cup: 0.01%
airplane_0108.npy,airplane,airplane,99.91268515586853,airplane: 99.91% | bowl: 0.02% | vase: 0.02% | plant: 0.01% | sink: 0.01%
airplane_0109.npy,airplane,airplane,99.87622499465942,airplane: 99.88% | plant: 0.02% | stairs: 0.02% | vase: 0.02% | tent: 0.02%
airplane_0110.npy,airplane,airplane,99.96614456176758,airplane: 99.97% | sink: 0.01% | bowl: 0.01% | vase: 0.01%
airplane_0111.npy,airplane,airplane,99.99016523361206,airplane: 99.99%
airplane_0112.npy,airplane,airplane,99.9876856803894,airplane: 99.99%
airplane_0113.npy,airplane,airplane,99.92225170135498,airplane: 99.92% | bathtub: 0.01% | sink: 0.01% | tent: 0.01% | bowl: 0.01%
airplane_0114.npy,airplane,airplane,99.96423721313477,airplane: 99.96% | bowl: 0.01% | sink: 0.01% | table: 0.01%
airplane_0115.npy,airplane,airplane,99.9624490737915,airplane: 99.96% | sink: 0.01% | vase: 0.01%
airplane_0116.npy,airplane,airplane,99.88856911659241,airplane: 99.89% | table: 0.06% | bowl: 0.01% | sink: 0.01% | vase: 0.01%
airplane_0117.npy,airplane,airplane,99.98801946640015,airplane: 99.99%
airplane_0118.npy,airplane,airplane,99.90323781967163,airplane: 99.90% | bowl: 0.04% | chair: 0.01%
airplane_0119.npy,airplane,airplane,99.98871088027954,airplane: 99.99%
airplane_0120.npy,airplane,airplane,98.45181107521057,airplane: 98.45% | plant: 0.66% | vase: 0.27% | tent: 0.21% | bed: 0.18%
airplane_0121.npy,airplane,airplane,99.98615980148315,airplane: 99.99%
airplane_0122.npy,airplane,airplane,99.98539686203003,airplane: 99.99%
airplane_0123.npy,airplane,airplane,99.91052746772766,airplane: 99.91% | tent: 0.03% | bathtub: 0.02% | sofa: 0.01% | bed: 0.01%
airplane_0124.npy,airplane,airplane,99.99513626098633,airplane: 100.00%
airplane_0125.npy,airplane,airplane,99.97125267982483,airplane: 99.97% | sofa: 0.01% | bed: 0.01%
airplane_0126.npy,airplane,airplane,99.81967806816101,airplane: 99.82% | vase: 0.05% | table: 0.04% | tent: 0.03% | sofa: 0.02%
airplane_0127.npy,airplane,airplane,99.99072551727295,airplane: 99.99%
airplane_0128.npy,airplane,airplane,99.96417760848999,airplane: 99.96% | table: 0.01% | tent: 0.01%
airplane_0129.npy,airplane,airplane,99.94811415672302,airplane: 99.95% | sink: 0.01% | vase: 0.01% | plant: 0.01% | tent: 0.01%
airplane_0130.npy,airplane,airplane,96.19529843330383,airplane: 96.20% | plant: 0.62% | tent: 0.60% | sofa: 0.59% | stairs: 0.38%
airplane_0131.npy,airplane,airplane,99.97619986534119,airplane: 99.98%
airplane_0132.npy,airplane,airplane,99.81967806816101,airplane: 99.82% | vase: 0.05% | table: 0.04% | tent: 0.03% | sofa: 0.02%
airplane_0133.npy,airplane,airplane,99.11410808563232,airplane: 99.11% | bowl: 0.26% | radio: 0.09% | cone: 0.08% | table: 0.07%
airplane_0134.npy,airplane,airplane,99.95143413543701,airplane: 99.95% | sink: 0.01% | bowl: 0.01% | plant: 0.01%
airplane_0135.npy,airplane,airplane,99.991774559021,airplane: 99.99%
airplane_0136.npy,airplane,airplane,99.98751878738403,airplane: 99.99%
airplane_0137.npy,airplane,airplane,99.91323351860046,airplane: 99.91% | bowl: 0.02% | chair: 0.01% | table: 0.01% | tent: 0.01%
airplane_0138.npy,airplane,airplane,99.96070265769958,airplane: 99.96% | table: 0.01% | bowl: 0.01%
